,handle,handle_name,followers between 1000 and 2000
0,@RamKumarJangr12 =1240,@RamKumarJangr12,1240
3,@bikki_pandit =1181,@bikki_pandit,1181
13,@Its_surajbhatt =1566,@Its_surajbhatt,1566
34,@bharatiya1208 =1898,@bharatiya1208,1898
38,@SouNitish =1879,@SouNitish,1879
48,@SatishD56336323 =1072,@SatishD56336323,1072
61,@ram_b1d =1300,@ram_b1d,1300
68,@Mrk_Sandeep =1996,@Mrk_Sandeep,1996
75,@Anshuma01173051 =1985,@Anshuma01173051,1985
76,@MahaveerG1 =1559,@MahaveerG1,1559
77,@AmitRai7309 =1869,@AmitRai7309,1869
80,@hindu0981 =1877,@hindu0981,1877
83,@Gudiya9799 =1064,@Gudiya9799,1064
99,@SatSahe26740300 =1250,@SatSahe26740300,1250
103,@SumitPurwar059 =1426,@SumitPurwar059,1426
111,@krishdeewani =1263,@krishdeewani,1263
122,@Suman01290412 =1927,@Suman01290412,1927
138,@SharfeA71527428 =1549,@SharfeA71527428,1549
140,@Mahendr61429544 =1802,@Mahendr61429544,1802
142,@OfficeArun =1362,@OfficeArun,1362
143,@ChorCongress420 =1659,@ChorCongress420,1659
169,@KajolSaxena7 =1444,@KajolSaxena7,1444
177,@jems__0088___77 =1799,@jems__0088___77,1799
181,@ModijiAchchehai =1689,@ModijiAchchehai,1689
191,@ChudasmaAnshu =1343,@ChudasmaAnshu,1343
194,@RamakantAazad =1088,@RamakantAazad,1088
195,@PappuGothwal =1723,@PappuGothwal,1723
196,@AdarshP60904261 =1090,@AdarshP60904261,1090
209,@NamasteC1994 =1793,@NamasteC1994,1793
214,@Ravi83645942 =1307,@Ravi83645942,1307
218,@KumarAtul1965 =1139,@KumarAtul1965,1139
226,@bramhan_babu =1446,@bramhan_babu,1446
227,@PradipSingh86 =1260,@PradipSingh86,1260
231,@sukhraj1996 =1582,@sukhraj1996,1582
235,@PintuMahatha =1117,@PintuMahatha,1117
253,@Ishwarc62953658 =1838,@Ishwarc62953658,1838
260,@SagarRathod137 =1010,@SagarRathod137,1010
265,@mukeshshah29 =1368,@mukeshshah29,1368
266,@ILovePolitics14 =1275,@ILovePolitics14,1275
291,@Nageshwar21 =1413,@Nageshwar21,1413
292,@PawanSaxena143 =1725,@PawanSaxena143,1725
295,@Hrideshrbl =1793,@Hrideshrbl,1793
308,@nifaakkhan =1120,@nifaakkhan,1120
311,@rpsapkota1 =1729,@rpsapkota1,1729
327,@ashokhajeri =1963,@ashokhajeri,1963
340,@VaibhavKaushi18 =1412,@VaibhavKaushi18,1412
344,@kanjiparmar82 =1912,@kanjiparmar82,1912
346,@DSU73Yei5FepuCt =1167,@DSU73Yei5FepuCt,1167
348,@YogeshM52893087 =1191,@YogeshM52893087,1191
349,@ArvindJ88521436 =1746,@ArvindJ88521436,1746
352,@Jitendr40079991 =1955,@Jitendr40079991,1955
357,@Priya04827538 =1365,@Priya04827538,1365
359,@Malikki28089403 =1328,@Malikki28089403,1328
363,@naveenthakur019 =1946,@naveenthakur019,1946
367,@The__Manik =1512,@The__Manik,1512
384,@Riteish_Bjp =1023,@Riteish_Bjp,1023
385,@Subhash61126278 =1521,@Subhash61126278,1521
393,@iamCS_Aj =1453,@iamCS_Aj,1453
395,@Manto_Bajaj678 =1227,@Manto_Bajaj678,1227
397,@SunilKu71423905 =1032,@SunilKu71423905,1032
398,@mishra_amanat =1143,@mishra_amanat,1143
403,@mk506078 =1360,@mk506078,1360
415,@HJS_kiran =1373,@HJS_kiran,1373
428,@SachinV93259133 =1090,@SachinV93259133,1090
436,@InduParihar2 =1307,@InduParihar2,1307
444,@R4rockk =1183,@R4rockk,1183
449,@rakeshgautambjp =1581,@rakeshgautambjp,1581
451,@Ritesh01192 =1256,@Ritesh01192,1256
455,@Mahender7380jui =1754,@Mahender7380jui,1754
462,@GKaushambi =1413,@GKaushambi,1413
467,@RockonBansi =1669,@RockonBansi,1669
475,@kishankshetty =1122,@kishankshetty,1122
479,@RohitDanceChor1 =1385,@RohitDanceChor1,1385
487,@GopalPrsad30 =1159,@GopalPrsad30,1159
489,@pawanjaiswal_pj =1285,@pawanjaiswal_pj,1285
494,@mujumale1432 =1038,@mujumale1432,1038
505,@kunal_jaagriti =1983,@kunal_jaagriti,1983
509,@badmash_chora_1 =1944,@badmash_chora_1,1944
516,@UdtaDil =1500,@UdtaDil,1500
527,@drjaibhu =1512,@drjaibhu,1512
530,@Adityabhatyuk =1360,@Adityabhatyuk,1360
532,@Abunedal0 =1199,@Abunedal0,1199
539,@BimalKumarVerm4 =1537,@BimalKumarVerm4,1537
546,@adityatanna1 =1196,@adityatanna1,1196
549,@NamoAniket =1586,@NamoAniket,1586
550,@Hiteshdarwal =1072,@Hiteshdarwal,1072
556,@susheelofficial =1058,@susheelofficial,1058
557,@LyCave101 =1188,@LyCave101,1188
560,@DilipSh04151201 =1193,@DilipSh04151201,1193
561,@kamalkishor2503 =1379,@kamalkishor2503,1379
576,@Pravesh94patel =1812,@Pravesh94patel,1812
581,@Ans123451 =1794,@Ans123451,1794
595,@rathodV68413625 =1841,@rathodV68413625,1841
601,@RajputBheekam =1292,@RajputBheekam,1292
605,@Nikhilsingh10p =1712,@Nikhilsingh10p,1712
606,@manmohanindia =1794,@manmohanindia,1794
607,@MahiSin89438227 =1532,@MahiSin89438227,1532
608,@BabaGoswami5 =1059,@BabaGoswami5,1059
609,@Kolkata_Chhori =1883,@Kolkata_Chhori,1883
610,@Prakash20670227 =1224,@Prakash20670227,1224
613,@UmaShankar2054 =1608,@UmaShankar2054,1608
614,@AshokTiwari9649 =1951,@AshokTiwari9649,1951
616,@humanist_tk =1743,@humanist_tk,1743
627,@Anand7chaudhary =1531,@Anand7chaudhary,1531
631,@dharmdas_ =1466,@dharmdas_,1466
635,@devang_gupta =1941,@devang_gupta,1941
637,@DeepakAVSingh1 =1331,@DeepakAVSingh1,1331
642,@rohi_jadon =1698,@rohi_jadon,1698
649,@Narendr33166209 =1147,@Narendr33166209,1147
650,@jitendar_bodh =1301,@jitendar_bodh,1301
662,@pj21666 =1211,@pj21666,1211
665,@ROMESHSHAH2 =1298,@ROMESHSHAH2,1298
672,@bhanwar_sau72 =1787,@bhanwar_sau72,1787
678,@satyendrayadavg =1294,@satyendrayadavg,1294
685,@RohitRajSaurabh =1587,@RohitRajSaurabh,1587
692,@kpsinghorai =1469,@kpsinghorai,1469
718,@1Ankittripathi1 =1753,@1Ankittripathi1,1753
724,@vinitbinu =1107,@vinitbinu,1107
735,@SureshG21220349 =1341,@SureshG21220349,1341
738,@Rohitti39551545 =1546,@Rohitti39551545,1546
740,@ArmanAsim007 =1132,@ArmanAsim007,1132
748,@GouravV38494306 =1029,@GouravV38494306,1029
753,@Sweets_950 =1146,@Sweets_950,1146
754,@Lovely_756 =1095,@Lovely_756,1095
766,@pankajanim =1241,@pankajanim,1241
777,@MPKAUSHIK9 =1604,@MPKAUSHIK9,1604
781,@KESHAV95159346 =1576,@KESHAV95159346,1576
789,@Deepak_kumar69 =1501,@Deepak_kumar69,1501
791,@SushantMandal16 =1843,@SushantMandal16,1843
796,@Sonugup93601583 =1237,@Sonugup93601583,1237
798,@SKSharm94956445 =1084,@SKSharm94956445,1084
806,@Kevin86510353 =1030,@Kevin86510353,1030
808,@PappuPa07765091 =1988,@PappuPa07765091,1988
810,@pawangreatt =1599,@pawangreatt,1599
820,@Kuldeep092092 =1023,@Kuldeep092092,1023
832,@TkablYarb =1622,@TkablYarb,1622
836,@HODA_NU0R =1797,@HODA_NU0R,1797
838,@grasstopper =1100,@grasstopper,1100
851,@Gymguy56054533 =1314,@Gymguy56054533,1314
855,@SumanGu92578518 =1480,@SumanGu92578518,1480
857,@Skm68161011 =1786,@Skm68161011,1786
859,@JerryAkkian =1946,@JerryAkkian,1946
860,@NihalSi94533 =1338,@NihalSi94533,1338
865,@RajanKesharwan4 =1281,@RajanKesharwan4,1281
868,@AshokHaritwal6 =1045,@AshokHaritwal6,1045
881,@HukumKushwah1 =1718,@HukumKushwah1,1718
884,@LuckyBa36637494 =1178,@LuckyBa36637494,1178
889,@SURAJMA17184951 =1476,@SURAJMA17184951,1476
890,@RajniKa68808442 =1839,@RajniKa68808442,1839
891,@jugni515 =1549,@jugni515,1549
895,@Akashya77918594 =1676,@Akashya77918594,1676
924,@omrana777 =1019,@omrana777,1019
927,@Sachin151999 =1062,@Sachin151999,1062
931,@Rishike85978338 =1373,@Rishike85978338,1373
932,@chanakyakotilya =1423,@chanakyakotilya,1423
941,@hindu_boy_rohit =1056,@hindu_boy_rohit,1056
961,@rohitgangwalind =1118,@rohitgangwalind,1118
974,@Santoshjumle2 =1258,@Santoshjumle2,1258
980,@AjayVer37311691 =1827,@AjayVer37311691,1827
984,@jatinshams =1303,@jatinshams,1303
986,@KAnwar99950351 =1314,@KAnwar99950351,1314
1000,@BabaGkp =1047,@BabaGkp,1047
1006,@Parveen41221263 =1935,@Parveen41221263,1935
1010,@AcharyaAnoopdev =1428,@AcharyaAnoopdev,1428
1017,@sanjaygupta08 =1188,@sanjaygupta08,1188
1020,@arukumarsingh =1581,@arukumarsingh,1581
1023,@barconcl =1524,@barconcl,1524
1030,@renewablepower5 =1726,@renewablepower5,1726
1033,@AnamikaBishnoi1 =1593,@AnamikaBishnoi1,1593
1034,@bbsharma_ =1619,@bbsharma_,1619
1037,@2andwithme =1043,@2andwithme,1043
1052,@Chetan1123456 =1086,@Chetan1123456,1086
1061,@adesh_88 =1526,@adesh_88,1526
1068,@1amarkantJ =1821,@1amarkantJ,1821
1071,@gulab_bjp =1623,@gulab_bjp,1623
1072,@mknishant =1031,@mknishant,1031
1073,@MuditaSingh11 =1451,@MuditaSingh11,1451
1076,@aquarejia69 =1089,@aquarejia69,1089
1077,@A_K47__ =1076,@A_K47__,1076
1080,@Ajeetkumar333 =1410,@Ajeetkumar333,1410
1086,@S_Pandy_Babhnan =1038,@S_Pandy_Babhnan,1038
1087,@jitendra_bhai2 =1270,@jitendra_bhai2,1270
1093,@mnjbakshi13 =1306,@mnjbakshi13,1306
1099,@Sukhram86727345 =1830,@Sukhram86727345,1830
1101,@DharmeshSamarth =1552,@DharmeshSamarth,1552
1104,@drsudeshna246 =1157,@drsudeshna246,1157
1115,@SatishT41496695 =1987,@SatishT41496695,1987
1119,@Gurmeet83116953 =1014,@Gurmeet83116953,1014
1120,@veditaT =1564,@veditaT,1564
1128,@Abhishe86039845 =1033,@Abhishe86039845,1033
1132,@Gulshangiri13 =1839,@Gulshangiri13,1839
1137,@MukundKr7 =1280,@MukundKr7,1280
1142,@DilipIndia1st =1055,@DilipIndia1st,1055
1147,@manis_misra =1109,@manis_misra,1109
1150,@Madan_Mohan_bjp =1613,@Madan_Mohan_bjp,1613
1155,@Meenaprasad7 =1308,@Meenaprasad7,1308
1156,@DDrathod_ =1012,@DDrathod_,1012
1161,@thesunny__ =1442,@thesunny__,1442
1162,@Vikramk35252602 =1005,@Vikramk35252602,1005
1163,@Asharma2306 =1217,@Asharma2306,1217
1164,@lovebirdsflying =1662,@lovebirdsflying,1662
1173,@princeesinghh =1930,@princeesinghh,1930
1175,@ajaiswal5 =1272,@ajaiswal5,1272
1182,@AaTiya_VeRma =1381,@AaTiya_VeRma,1381
1183,@tripathi_kalpna =1795,@tripathi_kalpna,1795
1187,@sanjays99316060 =1571,@sanjays99316060,1571
1188,@singh_2038 =1462,@singh_2038,1462
1190,@S93553221 =1352,@S93553221,1352
1198,@pu21990 =1493,@pu21990,1493
1200,@opg_i =1619,@opg_i,1619
1202,@SUPREME88724123 =1410,@SUPREME88724123,1410
1208,@MitabhyaSingh =1628,@MitabhyaSingh,1628
1216,@ROSHANL55266662 =1620,@ROSHANL55266662,1620
1218,@sukhram129 =1100,@sukhram129,1100
1222,@sumithakur_7 =1530,@sumithakur_7,1530
1226,@murari_byahut =1959,@murari_byahut,1959
1227,@Dgilu123 =1209,@Dgilu123,1209
1229,@tooys =1195,@tooys,1195
1232,@RajBajgain3 =1017,@RajBajgain3,1017
1235,@streetasjob =1001,@streetasjob,1001
1236,@Khalihar1 =1353,@Khalihar1,1353
1237,@Chandra79757719 =1231,@Chandra79757719,1231
1240,@ankitch46415650 =1888,@ankitch46415650,1888
1243,@anurag_says =1779,@anurag_says,1779
1244,@GurukulSir =1580,@GurukulSir,1580
1246,@Additti1967 =1411,@Additti1967,1411
1247,@nav_kishor =1167,@nav_kishor,1167
1248,@LIFELINE_0 =1534,@LIFELINE_0,1534
1250,@NDesai61 =1623,@NDesai61,1623
1262,@alvina22558800 =1458,@alvina22558800,1458
1264,@AmitYad12357854 =1859,@AmitYad12357854,1859
1266,@Nisha8271 =1963,@Nisha8271,1963
1268,@mohanlal273240 =1090,@mohanlal273240,1090
1270,@Abhay71592918 =1115,@Abhay71592918,1115
1288,@Vikrant99081499 =1377,@Vikrant99081499,1377
1292,@ROHITVE20159330 =1601,@ROHITVE20159330,1601
1295,@SardarAjitSing5 =1310,@SardarAjitSing5,1310
1302,@Jitendra_too =1817,@Jitendra_too,1817
1303,@uks10884 =1292,@uks10884,1292
1304,@GudduKu36240850 =1388,@GudduKu36240850,1388
1309,@Rohitdas98 =1653,@Rohitdas98,1653
1311,@ManvendraSeng =1586,@ManvendraSeng,1586
1312,@kailashchoudhr7 =1395,@kailashchoudhr7,1395
1314,@NationalistIn14 =1843,@NationalistIn14,1843
1315,@AANFORCE14 =1297,@AANFORCE14,1297
1321,@jeph_kamlesh =1341,@jeph_kamlesh,1341
1332,@MESSI93665819 =1890,@MESSI93665819,1890
1335,@Ramtoma31335147 =1745,@Ramtoma31335147,1745
1342,@VasurajBHATT =1360,@VasurajBHATT,1360
1346,@Ace47583753 =1224,@Ace47583753,1224
1347,@Jai_Hind_MSN =1751,@Jai_Hind_MSN,1751
1352,@RohitRa37014856 =1981,@RohitRa37014856,1981
1366,@balkishan443 =1251,@balkishan443,1251
1370,@themeetkapoor =1593,@themeetkapoor,1593
1373,@Sl_Shabroz =1528,@Sl_Shabroz,1528
1381,@i_sahilmakwana =1506,@i_sahilmakwana,1506
1382,@devakriti =1473,@devakriti,1473
1387,@sanjay26338 =1780,@sanjay26338,1780
1394,@thorat641 =1196,@thorat641,1196
1402,@nbhatta9 =1007,@nbhatta9,1007
1406,@MahaDev55963007 =1879,@MahaDev55963007,1879
1413,@MukeshK83610572 =1335,@MukeshK83610572,1335
1419,@subhashsing1962 =1510,@subhashsing1962,1510
1425,@lokeshjo =1497,@lokeshjo,1497
1430,@srivastavavimal =1755,@srivastavavimal,1755
1435,@vicky321105 =1845,@vicky321105,1845
1438,@ruchi63500 =1255,@ruchi63500,1255
1439,@akshitx1 =1640,@akshitx1,1640
1447,@teamshiddarth =1676,@teamshiddarth,1676
1451,@SinghTimsi =1212,@SinghTimsi,1212
1460,@RawdyRathore7 =1451,@RawdyRathore7,1451
1464,@29_maduri =1898,@29_maduri,1898
1467,@TheKashmirFiles =1473,@TheKashmirFiles,1473
1475,@Khushal50348353 =1912,@Khushal50348353,1912
1479,@pardeep90i6 =1298,@pardeep90i6,1298
1485,@kkay_patel =1234,@kkay_patel,1234
1490,@MukeshK04188633 =1576,@MukeshK04188633,1576
1492,@RohelaVineet =1696,@RohelaVineet,1696
1493,@rajeshg33147346 =1867,@rajeshg33147346,1867
1499,@imaman__ =1432,@imaman__,1432
1500,@YogiRajPrabhu =1777,@YogiRajPrabhu,1777
1504,@Sharma_KrishnaK =1181,@Sharma_KrishnaK,1181
1508,@Abhishekm2rewa =1650,@Abhishekm2rewa,1650
1513,@RadheJha4u =1255,@RadheJha4u,1255
1517,@ShyamCh90979105 =1149,@ShyamCh90979105,1149
1523,@MADHVENDRApach5 =1285,@MADHVENDRApach5,1285
1524,@ManishK06681817 =1792,@ManishK06681817,1792
1532,@LArkwanshi =1168,@LArkwanshi,1168
1533,@nareshsyal1 =1369,@nareshsyal1,1369
1539,@raghavaashu090 =1582,@raghavaashu090,1582
1550,@ramyadav72 =1340,@ramyadav72,1340
1557,@AmanGos23322121 =1206,@AmanGos23322121,1206
1559,@Monu_sharma143 =1794,@Monu_sharma143,1794
1560,@Karmvee17036695 =1141,@Karmvee17036695,1141
1561,@Akhilesh4SP =1072,@Akhilesh4SP,1072
1565,@neerubajwa917 =1229,@neerubajwa917,1229
1566,@AbhinandanShuk =1812,@AbhinandanShuk,1812
1567,@MukeshS40203049 =1904,@MukeshS40203049,1904
1571,@AnkitSi14041994 =1024,@AnkitSi14041994,1024
1572,@TanyaGu22600509 =1411,@TanyaGu22600509,1411
1577,@manojthaker33 =1677,@manojthaker33,1677
1580,@AchariyaRaj =1350,@AchariyaRaj,1350
1593,@mishrarockey_ =1083,@mishrarockey_,1083
1611,@mohankk104 =1400,@mohankk104,1400
1615,@Aniruddh_Vijay =1899,@Aniruddh_Vijay,1899
1617,@rajunathsiddh7 =1575,@rajunathsiddh7,1575
1618,@Aman_J0009 =1878,@Aman_J0009,1878
1619,@KishanSiddh_ =1324,@KishanSiddh_,1324
1624,@PC_JAAT_RLP =1134,@PC_JAAT_RLP,1134
1631,@MrinalRajSinha1 =1312,@MrinalRajSinha1,1312
1654,@iashishawasthi =1345,@iashishawasthi,1345
1658,@patelmihir_1996 =1587,@patelmihir_1996,1587
1661,@GourabMondalSun =1638,@GourabMondalSun,1638
1662,@prathimauiic =1035,@prathimauiic,1035
1687,@Nitinsnhnow =1064,@Nitinsnhnow,1064
1692,@jayho963 =1094,@jayho963,1094
1710,@thundercatz999 =1170,@thundercatz999,1170
1714,@NischalSanghavi =1199,@NischalSanghavi,1199
1720,@krchandan =1765,@krchandan,1765
1727,@aarya_siddhant =1339,@aarya_siddhant,1339
1736,@91Chennai =1491,@91Chennai,1491
1740,@HybriidHead =1010,@HybriidHead,1010
1749,@rkpaswanbjp63 =1377,@rkpaswanbjp63,1377
1750,@gurupawan40 =1449,@gurupawan40,1449
1752,@Amreshjhaj =1335,@Amreshjhaj,1335
1753,@DEVA_MAAHI =1812,@DEVA_MAAHI,1812
1754,@BishnoiPremod =1764,@BishnoiPremod,1764
1756,@RiyaMeh41401656 =1463,@RiyaMeh41401656,1463
1759,@adityachitrans3 =1143,@adityachitrans3,1143
1760,@RajputRajwanshi =1384,@RajputRajwanshi,1384
1761,@vmahto_11 =1076,@vmahto_11,1076
1767,@basant_bhoruka =1736,@basant_bhoruka,1736
1769,@Ankitpa56397198 =1434,@Ankitpa56397198,1434
1777,@preetgagan96 =1941,@preetgagan96,1941
1778,@J_J_Patel20 =1423,@J_J_Patel20,1423
1805,@pb3030 =1228,@pb3030,1228
1823,@TORUKH_MAKTO =1933,@TORUKH_MAKTO,1933
1897,@Bas1Kingg =1744,@Bas1Kingg,1744
1898,@Patel_Snehal110 =1767,@Patel_Snehal110,1767
1901,@varunkumar138 =1137,@varunkumar138,1137
1903,@itsRakshith17 =1400,@itsRakshith17,1400
1907,@AMARNATHJHA =1492,@AMARNATHJHA,1492
1916,@AK_India_Modi =1112,@AK_India_Modi,1112
1947,@SaminEasar =1910,@SaminEasar,1910
1948,@vijaymishraAAP =1122,@vijaymishraAAP,1122
1969,@amufarrukh =1391,@amufarrukh,1391
1983,@AjayBarsaiyan =1367,@AjayBarsaiyan,1367
